,name,street,city,state,zip,phone,reviews,rating,priceRange,Latitude,Longitude,County,Country,twitter_sentiment
511,Cafe Tu-O-Tu,2816 Pennsylvania Ave NW,Washington,DC,20007,(202) 298-7777,195.0,4.0,10.0,38.904922,-77.057634,District of Columbia,US,[0.0]
512,Coffee Castle,7039 Old Keene Mill Rd,Springfield,VA,22150,,1.0,5.0,,38.777962,-77.186973,Fairfax County,US,[0.0]
513,Mason Dixie Biscuit,1309 5th St NE,Washington,DC,20002,(540) 300-6322,36.0,4.0,10.0,38.908716,-76.99765,District of Columbia,US,[0.0]
514,Rockspring Cafe,6430 Rockledge Dr,Bethesda,MD,20817,(301) 530-7522,3.0,2.5,10.0,39.02518900000001,-77.133431,Montgomery County,US,[0.0]
515,City Diner Restaurant,5616 Leesburg Pike,Falls Church,VA,22041,(703) 671-4108,187.0,4.0,20.0,38.848957,-77.125061,Fairfax County,US,[0.0]
516,Convivial,801 O St NW,Washington,DC,20001,(202) 525-2870,246.0,4.0,20.0,38.908755,-77.023123,District of Columbia,US,[0.0]
517,Freddie’s Beach Bar & Restaurant,555 23rd St S,Arlington,VA,22202,(703) 685-0555,254.0,4.0,20.0,38.853496,-77.054948,Arlington County,US,[0.0]
518,Peppers Taco & Wine Bar,216 Market St W,Gaithersburg,MD,20878,(240) 888-1049,9.0,4.0,10.0,39.121742,-77.235047,Montgomery County,US,[0.0]
519,Galley Cafe,3110 Fairview Park Dr,Falls Church,VA,22042,(703) 560-2800,2.0,3.5,10.0,38.862645,-77.21769599999998,Fairfax County,US,[0.0]
520,The Chesapeake Room,501 8th St SE,Washington,DC,20003,(202) 543-1445,285.0,3.0,20.0,38.882579,-76.995267,District of Columbia,US,[0.0]
521,IHOP,3601 Bladensburg Rd,Brentwood,MD,20722,(301) 779-0838,21.0,2.5,10.0,38.934294,-76.95091500000002,Prince George's County,US,[0.0]
522,Southern Hospitality,1815 Adams Mill Rd NW,Washington,DC,20009,(202) 588-0411,386.0,3.5,20.0,38.923255,-77.042618,District of Columbia,US,[0.0]
523,Booeymonger,3256 Prospect St NW,Washington,DC,20007,(202) 333-4810,173.0,4.0,10.0,38.905881,-77.065022,District of Columbia,US,[0.0]
524,Open City At the National Cathedral,3101 Wisconsin Ave NW,Washington,DC,20015,(202) 965-7670,34.0,4.0,20.0,38.930516,-77.07088,District of Columbia,US,[0.0]
525,The Daily Dish,8301 A Grubb Rd,Silver Spring,MD,20910,(301) 588-6300,130.0,3.5,20.0,38.991846,-77.048767,Montgomery County,US,[0.0]
526,Potomac Village Deli,625 Center Point Way,Gaithersburg,MD,20878,(301) 299-5770,34.0,3.0,20.0,39.121811,-77.235141,Montgomery County,US,[0.0]
527,Driftwood Kitchen,400 H St NE,Washington,DC,20002,(202) 803-2651,174.0,3.5,20.0,38.900355,-77.000571,District of Columbia,US,[0.0]
528,IHOP,7694 Richmond Hwy,Alexandria,VA,22306,(703) 660-6659,50.0,3.0,20.0,38.749797,-77.08418,Fairfax County,US,[0.0]
529,TS Grill,1329 E W Hwy,Silver Spring,MD,20910,(240) 398-3124,11.0,2.5,10.0,38.99159,-77.02993599999998,Montgomery County,US,[0.0]
530,Sculpture Garden Pavilion Cafe,101-199 9th St NW,Washington,DC,20004,(202) 289-3360,90.0,3.5,20.0,38.89207800000001,-77.023962,District of Columbia,US,[0.0]
531,Table Talk Restaurant,1623 Duke St,Alexandria,VA,22314,(703) 548-3989,278.0,3.5,10.0,38.804491,-77.059397,Alexandria city,US,[0.0]
532,Bar Civita,2609 24th St NW,Washington,DC,20008,(202) 588-1211,103.0,4.0,20.0,38.923874,-77.052355,District of Columbia,US,[0.0]
533,Clyde’s of Gallery Place,707 7th St NW,Washington,DC,20001,(202) 349-3700,922.0,3.5,20.0,38.898893,-77.021662,District of Columbia,US,[0.0]
534,Station Kitchen & Cocktails,2015 Massachusetts Ave NW,Washington,DC,20036,(202) 265-1600,42.0,3.5,20.0,38.910725,-77.04569000000002,District of Columbia,US,[0.0]
535,IHOP,9490 Blake Ln,Fairfax,VA,22031,(703) 277-1022,93.0,3.5,10.0,38.867511,-77.271989,Fairfax County,US,[0.0]
536,McLean Family Restaurant,1321 Chain Bridge Rd,McLean,VA,22101,(703) 356-9883,109.0,3.5,20.0,38.93933300000001,-77.174384,Fairfax County,US,[0.0]
537,Tysons Bagel Market,8137 Leesburg Pike,Vienna,VA,22182,(703) 448-0080,172.0,4.0,10.0,38.91552100000001,-77.22769,Fairfax County,US,[0.0]
538,The Pig,1320 14th St NW,Washington,DC,20005,(202) 290-2821,1072.0,4.0,20.0,38.907962,-77.032371,District of Columbia,US,[1.5909090909090908]
539,Cracker Barrel Old Country Store,23030 Indian Creek Dr,Sterling,VA,20166,(703) 464-0044,137.0,3.5,10.0,38.979927,-77.432762,Loudoun County,US,[0.0]
540,Olive’s,1750 Rockville Pike,Rockville,MD,20852,(301) 230-6727,2.0,5.0,,39.061018,-77.122809,Montgomery County,US,[0.0]
541,IHOP,9680 Baltimore Ave,College Park,MD,20740,(301) 982-7400,62.0,2.5,20.0,39.014272,-76.928907,Prince George's County,US,[0.0]
542,Heat Da Spot,3213 Georgia Ave Nw,Washington,DC,20010,(202) 836-4719,42.0,5.0,10.0,38.930467,-77.023229,District of Columbia,US,[0.0]
543,Jazmin Cuisine,7601-F Airpark Rd,Gaithersburg,MD,20879,(301) 208-1444,87.0,4.5,10.0,39.17022100000001,-77.154615,Montgomery County,US,[0.0]
544,Smoke & Barrel,2471 18th St NW,Washington,DC,20009,(202) 319-9353,481.0,3.5,20.0,38.92227800000001,-77.042252,District of Columbia,US,[0.0]
545,Cracker Barrel Old Country Store,3742 Crain Hwy,Waldorf,MD,20602,(301) 638-2570,73.0,2.5,10.0,38.588535,-76.907589,Charles County,US,[0.0]
546,Duke’s Counter,3000 Connecticut Ave NW,Washington,DC,20008,(202) 733-4808,49.0,4.5,20.0,38.929892,-77.055565,District of Columbia,US,[0.0]
547,Occoquan Inn,301 Mill St,Occoquan,VA,22125,(703) 491-1888,45.0,2.5,20.0,38.684335,-77.26017,Prince William County,US,[0.0]
548,The Village Cafe,19230 Montgomery Vlg Ave,Montgomery Village,MD,20886,(301) 840-5668,37.0,3.5,10.0,39.171958,-77.20389300000002,Montgomery County,US,[0.0]
549,Bagel Place of College Park,7423 Baltimore Ave,College Park,MD,20740,(301) 779-3900,181.0,4.0,10.0,38.982066,-76.937699,Prince George's County,US,[0.0]
550,Muze,1330 Maryland Ave SW,Washington,DC,20024,(202) 787-6148,26.0,3.5,30.0,38.883602,-77.030449,District of Columbia,US,[0.0]
551,Vinoteca,1940 11th St NW,Washington,DC,20001,(202) 332-9463,671.0,3.5,20.0,38.91673,-77.027303,District of Columbia,US,[0.0]
552,Democracy Center Cafe,6903 Rockledge Dr,Bethesda,MD,20817,(301) 530-0984,1.0,3.0,,39.028464,-77.13902900000002,Montgomery County,US,[0.0]
553,IHOP,8500 Annapolis Rd,New Carrollton,MD,20784,(301) 429-2088,28.0,2.5,10.0,38.958701,-76.869017,Prince George's County,US,[0.0]
554,The Blue Arbor Cafe,201 Union St,Occoquan,VA,22125,(703) 494-1317,69.0,4.0,20.0,38.683638,-77.26029100000002,Prince William County,US,[0.0]
555,IHOP,7405 Greenbelt Rd,Greenbelt,MD,20770,(301) 486-1234,74.0,2.5,20.0,38.994272,-76.879411,Prince George's County,US,[0.0]
556,Town Hall,2340 Wisconsin Ave NW,Washington,DC,20007,(202) 333-5640,204.0,3.5,20.0,38.920973,-77.072272,District of Columbia,US,[0.0]
557,Boundary Road,414 H St NE,Washington,DC,20002,(202) 450-3265,291.0,4.0,20.0,38.900353,-77.000426,District of Columbia,US,[0.0]
558,Paul,1078 Wisconsin Ave NW,Washington,DC,20007,(202) 524-4630,234.0,3.5,20.0,38.904834,-77.06302099999998,District of Columbia,US,[0.0]
559,Town Hall,2340 Wisconsin Ave NW,Washington,DC,20007,(202) 333-5640,204.0,3.5,20.0,38.920973,-77.072272,District of Columbia,US,[0.0]
560,Boundary Road,414 H St NE,Washington,DC,20002,(202) 450-3265,291.0,4.0,20.0,38.900353,-77.000426,District of Columbia,US,[0.0]
561,Paul,1078 Wisconsin Ave NW,Washington,DC,20007,(202) 524-4630,234.0,3.5,20.0,38.904834,-77.06302099999998,District of Columbia,US,[0.0]
562,Maple Ave Restaurant,147 Maple Ave W,Vienna,VA,22180,(703) 319-2177,521.0,4.0,20.0,38.900525,-77.26687700000002,Fairfax County,US,[0.0]
563,Whitlow’s On Wilson,2854 Wilson Blvd,Arlington,VA,22201,(703) 276-9693,654.0,3.5,20.0,38.88867,-77.09291999999998,Arlington County,US,[0.0]
564,Rise Bakery,2409 18th St NW,Washington,DC,20009,(202) 525-5204,89.0,4.5,10.0,38.920828,-77.041741,District of Columbia,US,[0.0]
565,Woodward Table,1426 H St NW,Washington,DC,20005,(202) 347-5353,364.0,3.5,20.0,38.900051,-77.032302,District of Columbia,US,[1.5909090909090908]
566,The Arsenal At Bluejacket,300 Tingey Street SE,Washington,DC,20003,(202) 524-4862,40.0,3.5,20.0,38.875217,-77.001273,District of Columbia,US,[0.0]
567,Eggspectation,6010 University Blvd,Ellicott City,MD,21043,(410) 750-3115,469.0,3.5,20.0,39.209175,-76.797937,Howard County,US,[0.0]
568,The Fourth Estate,529 14th St NW,Washington,DC,20045,(202) 662-7638,62.0,3.5,30.0,38.897019,-77.031547,District of Columbia,US,[1.5909090909090908]
569,Sankofa Video Books & Cafe,2714 Georgia Ave NW,Washington,DC,20001,(202) 332-1084,97.0,4.5,10.0,38.925563,-77.023092,District of Columbia,US,[0.0]
570,Sticky Fingers Sweets & Eats,1370 Park Rd NW,Washington,DC,20010,(202) 299-9700,751.0,4.0,10.0,38.930469,-77.03173699999998,District of Columbia,US,[0.0]
571,Neal’s Bagels,12141 Darnestown Rd,Gaithersburg,MD,20878,(301) 216-0070,61.0,3.5,10.0,39.117467,-77.250691,Montgomery County,US,[0.0]
572,Trattoria Villagio,7145 Main St,Clifton,VA,20124,(703) 543-2030,249.0,4.0,20.0,38.780515,-77.386746,Fairfax County,US,[0.0]
573,Capitol City Brewing Company,1100 New York Ave NW,Washington,DC,20005,(202) 628-2222,743.0,3.5,20.0,38.900669,-77.02744399999997,District of Columbia,US,[1.5909090909090908]
574,Old Engine 12 Restaurant,1626 N Capitol St NW,Washington,DC,20002,(202) 299-9128,169.0,3.5,20.0,38.912012,-77.009431,District of Columbia,US,[0.0]
575,Expo Cafe,4265A Brookfield Corporate Dr,Chantilly,VA,20151,(703) 818-3059,15.0,4.0,10.0,38.889609,-77.438354,Fairfax County,US,[0.0]
576,District Commons,2200 Pennsylvania Ave NW,Washington,DC,20037,(202) 587-8277,657.0,3.5,20.0,38.901937,-77.049274,District of Columbia,US,[1.5909090909090908]
577,Silver Diner,12276 Rockville Pike,Rockville,MD,20852,(301) 770-2828,467.0,4.0,20.0,39.057468,-77.12040400000002,Montgomery County,US,[0.0]
578,Aboil Cafe,5503 Georgia Ave,Washington,DC,20011,(202) 812-7808,23.0,5.0,10.0,38.956431,-77.02785,District of Columbia,US,[0.0]
579,The Wonderland Ballroom,1101 Kenyon St NW,Washington,DC,20009,(202) 232-5263,452.0,3.5,20.0,38.929931,-77.027984,District of Columbia,US,[0.0]
580,IHOP,6655 Arlington Blvd,Falls Church,VA,22042,(703) 237-5191,56.0,3.0,10.0,38.869341,-77.17388299999998,Fairfax County,US,[0.0]
581,Bagels ‘n Grinds,7791 Arundel Mills Blvd,Hanover,MD,21076,(410) 799-8333,190.0,3.5,10.0,39.161876,-76.722532,Anne Arundel County,US,[0.0]
582,Daily Grill,1310 Wisconsin Avenue,Washington,DC,20007,(202) 337-4900,122.0,3.5,20.0,38.907206,-77.063563,District of Columbia,US,[0.0]
583,Mimi’s Cafe,21015 Dulles Town Cir,Sterling,VA,20166,(571) 434-0162,167.0,3.0,20.0,39.031082,-77.427236,Loudoun County,US,[0.0]
584,Astro Doughnuts & Fried Chicken,1308 G St NW,Washington,DC,20005,(202) 809-5565,636.0,3.5,10.0,38.898112,-77.030462,District of Columbia,US,[1.5909090909090908]
585,IHOP,2990 Donnell Dr,Forestville,MD,20747,(301) 967-9300,25.0,2.0,20.0,38.84893,-76.884939,Prince George's County,US,[0.0]
586,IHOP,2526 University Blvd W,Silver Spring,MD,20902,(301) 942-2323,54.0,2.5,20.0,39.040845,-77.05273000000003,Montgomery County,US,[0.0]
587,Duplex Diner,2004 18th St NW,Washington,DC,20009,(202) 265-7828,96.0,3.5,20.0,38.917216,-77.041878,District of Columbia,US,[0.0]
588,Orange Anchor,3050 K St NW,Washington,DC,20007,(202) 802-9990,145.0,3.0,20.0,38.901944,-77.060918,District of Columbia,US,[0.0]
589,Rudy’s Mediterranean Grill,7185 Columbia Gateway Dr,Columbia,MD,21046,(410) 290-2004,182.0,4.0,20.0,39.183099,-76.80504499999998,Howard County,US,[0.0]
590,Scion,1200 E W Hwy,Silver Spring,MD,20910,(301) 585-8878,212.0,3.5,20.0,38.990086,-77.028944,Montgomery County,US,[0.0]
591,Ben’s Next Door,1211 U St NW,Washington,DC,20009,(202) 667-8880,522.0,3.5,20.0,38.917321,-77.028693,District of Columbia,US,[0.0]
592,Nellie’s Sports Bar,900 U St NW,Washington,DC,20001,(202) 332-6355,371.0,4.0,20.0,38.91683,-77.024222,District of Columbia,US,[0.0]
593,Rose’s Luxury,717 8th St SE,Washington,DC,20003,(202) 580-8889,1258.0,4.5,30.0,38.880642,-76.995281,District of Columbia,US,[0.0]
594,La Madeleine French Bakery & Cafe,6211 Columbia Crossing Dr,Columbia,MD,21045,(410) 872-4900,143.0,3.5,20.0,39.196733,-76.815846,Howard County,US,[0.0]
595,The Bean Counter,1665 Wisconsin Ave NW,Washington,DC,20007,(202) 625-1665,74.0,4.0,10.0,38.912093,-77.065636,District of Columbia,US,[0.0]
596,NY Deli,9350 Snowden River Pkwy,Columbia,MD,21045,(410) 290-3773,37.0,3.5,10.0,39.176478,-76.83584300000003,Howard County,US,[0.0]
597,IHOP,6206 Interparcel Rd,Alexandria,VA,22315,(703) 971-0051,45.0,3.0,10.0,38.763862,-77.153015,Fairfax County,US,[0.0]
598,Bread & Chocolate,5542 Connecticut Ave NW,Washington,DC,20015,(202) 966-7413,76.0,3.0,20.0,38.964488,-77.075738,District of Columbia,US,[0.0]
599,Garden Cafe,2117 E St NW,Washington,DC,20037,(202) 861-0331,20.0,3.5,20.0,38.896168,-77.046887,District of Columbia,US,[1.5909090909090908]
600,Soho Cafe & Market,1301 K St NW,Washington,DC,20005,(202) 842-2400,57.0,3.5,10.0,38.902926,-77.030521,District of Columbia,US,[1.5909090909090908]
601,Satellite Room,2047 9th St NW,Washington,DC,20001,(202) 506-2496,214.0,3.0,20.0,38.918129,-77.02364,District of Columbia,US,[0.0]
602,Smokey’s,4714 14th St NW,Washington,DC,20011,(202) 723-8960,18.0,4.0,10.0,38.94768,-77.033006,District of Columbia,US,[0.0]
603,L’Enfant Cafe & Bar,2000 18th St NW,Washington,DC,20009,(202) 319-1800,330.0,3.0,20.0,38.917122,-77.041898,District of Columbia,US,[0.0]
604,George Martin’s Grillfire,7793-A Arundel Mills Blvd,Hanover,MD,21076,(410) 799-2883,208.0,3.5,20.0,39.161876,-76.722532,Anne Arundel County,US,[0.0]
605,Cafe Aria,1917 F St NW,Washington,DC,20006,(202) 589-0899,34.0,3.5,10.0,38.897556,-77.043888,District of Columbia,US,[1.5909090909090908]
606,A-Town Bar & Grill,4100 N Fairfax Dr,Arlington,VA,22203,(703) 528-1110,409.0,3.5,20.0,38.881876,-77.10967099999998,Arlington County,US,[0.0]
607,Chads Friendship Heights,5247 Wisconsin Ave NW,Washington,DC,20015,(202) 362-8040,200.0,3.5,20.0,38.958758,-77.08436800000001,District of Columbia,US,[0.0]
608,Cafe Deluxe,1800 International Dr W,McLean,VA,22102,(703) 761-0600,302.0,3.5,20.0,38.918793,-77.226333,Fairfax County,US,[0.0]
609,Little Red Fox,5035 Connecticut Ave,Washington,DC,20008,(202) 248-6346,142.0,4.0,20.0,38.95588,-77.069928,District of Columbia,US,[0.0]
610,St. Arnold’s On Jefferson,1827 Jefferson Pl NW,Washington,DC,20036,(202) 833-1321,575.0,4.0,20.0,38.906642,-77.042783,District of Columbia,US,[1.5909090909090908]
611,"Anita’s New Mexico Style Mexican Food, Inc",10880 Fairfax Blvd,Fairfax,VA,22030,(703) 385-2965,126.0,3.0,10.0,38.854339,-77.319681,Fairfax city,US,[0.0]
612,Bluejacket,300 Tingey St SE,Washington,DC,20003,(202) 524-4862,677.0,3.5,20.0,38.875217,-77.001273,District of Columbia,US,[0.0]
613,Willy’s Kitchen,7271 Baltimore Annapolis Blvd,Glen Burnie,MD,21061,(410) 761-8001,260.0,4.5,20.0,39.179936,-76.63861800000002,Anne Arundel County,US,[0.0]
614,IHOP,775 Rockville Pike,Rockville,MD,20852,(301) 738-1894,59.0,3.0,10.0,39.064013,-77.12631400000002,Montgomery County,US,[0.0]
615,nopa Kitchen + Bar,800 F St NW,Washington,DC,20004,(202) 347-4667,334.0,4.0,30.0,38.896979,-77.02328399999998,District of Columbia,US,[0.0]
616,DC Reynolds,3628 Georgia Ave NW,Washington,DC,20010,(202) 506-7178,204.0,4.0,20.0,38.934873,-77.024335,District of Columbia,US,[0.0]
617,Sunrise Cafe - sandwich and salad bar,12355 Sunrise Valley Dr,Reston,VA,20191,(703) 716-1154,6.0,3.0,10.0,38.950497,-77.372038,Fairfax County,US,[0.0]
618,Café Sorriso,2311 Calvert St NW,Washington,DC,20008,(202) 803-2872,83.0,4.0,20.0,38.923781,-77.051009,District of Columbia,US,[0.0]
619,nopa Kitchen + Bar,800 F St NW,Washington,DC,20004,(202) 347-4667,334.0,4.0,30.0,38.896979,-77.02328399999998,District of Columbia,US,[0.0]
620,DC Reynolds,3628 Georgia Ave NW,Washington,DC,20010,(202) 506-7178,204.0,4.0,20.0,38.934873,-77.024335,District of Columbia,US,[0.0]
621,Sunrise Cafe - sandwich and salad bar,12355 Sunrise Valley Dr,Reston,VA,20191,(703) 716-1154,6.0,3.0,10.0,38.950497,-77.372038,Fairfax County,US,[0.0]
622,Café Sorriso,2311 Calvert St NW,Washington,DC,20008,(202) 803-2872,83.0,4.0,20.0,38.923781,-77.051009,District of Columbia,US,[0.0]
623,Dandy Restaurant Cruises,0 Prince St,Alexandria,VA,22314,(703) 683-6076,59.0,3.0,40.0,38.804222,-77.048355,Alexandria city,US,[0.0]
624,The Secret Garden Cafe,404 Mill St,Occoquan,VA,22192,(703) 494-2848,354.0,4.5,20.0,38.684825,-77.26168,Prince William County,US,[0.0]
625,Vendetta,1212 H St NE,Washington,DC,20002,(202) 399-3201,127.0,3.0,20.0,38.90035,-76.99005600000002,District of Columbia,US,[0.0]
626,The Prospect,1214 U St NW,Washington,DC,20009,(202) 450-4130,126.0,4.0,20.0,38.91679600000001,-77.028643,District of Columbia,US,[0.0]
627,Chef Geoff’s,3201 New Mexico Ave NW,Washington,DC,20016,(202) 237-7800,252.0,3.5,20.0,38.933099,-77.084745,District of Columbia,US,[0.0]
628,Mimi’s Cafe,8250 Gateway Overlook Dr,Elkridge,MD,21075,(443) 285-0228,214.0,2.5,20.0,39.186218,-76.795855,Howard County,US,[0.0]
629,Capital Teas,"429 L'Enfant Plaza West, SW",Washington,DC,20024,(202) 488-8327,1.0,4.0,20.0,38.88384,-77.02516999999997,District of Columbia,US,[0.0]
630,Smith Commons,1245 H St NE,Washington,DC,20002,(202) 396-0038,472.0,3.5,20.0,38.90005,-76.989565,District of Columbia,US,[0.0]
631,Washington Pour Bar,2605 S Clark St,Arlington,VA,22202,(571) 350-9008,5.0,1.5,20.0,38.848106,-77.05201600000002,Arlington County,US,[0.0]
632,Songbyrd Record Cafe,2477 18th St NW,Washington,DC,20009,(202) 450-2917,85.0,4.0,20.0,38.922431,-77.042343,District of Columbia,US,[0.0]
633,King Street Cafe,1018 King St,Alexandria,VA,22314,(703) 549-3717,71.0,4.0,10.0,38.805477,-77.05098199999998,Alexandria city,US,[0.0]
634,Patisserie Poupon,1645 Wisconsin Ave Nw,Washington,DC,20007,(202) 342-3248,248.0,4.0,20.0,38.911603,-77.065309,District of Columbia,US,[0.0]
635,Samantha’s Diner and Bakery,2503 University Blvd W,Silver Spring,MD,20902,(301) 933-0998,14.0,2.0,10.0,39.041641,-77.051773,Montgomery County,US,[0.0]
636,Uprising Muffin Company,1817 7th St NW,Washington,DC,20001,(202) 290-1196,225.0,4.5,10.0,38.914727,-77.021718,District of Columbia,US,[0.0]
637,Ted’s Bulletin - Downtown Crown,220 Ellington Blvd,Gaithersburg,MD,20878,(301) 990-0600,268.0,3.5,20.0,39.115209,-77.25161,Montgomery County,US,[0.0]
638,Roberts Restaurant,2500 Calvert St NW,Washington,DC,20008,(202) 756-5300,37.0,3.5,20.0,38.922626,-77.053664,District of Columbia,US,[0.0]
639,The Grill at Quarterfield Station,7704D Quarterfield Rd,Glen Burnie,MD,21061,(410) 766-6446,190.0,4.0,20.0,39.148419,-76.64,Anne Arundel County,US,[0.0]
640,Union Pub,201 Massachusetts Ave NE,Washington,DC,20002,(202) 546-7200,233.0,3.0,20.0,38.894619,-77.00288,District of Columbia,US,[0.0]
641,Petits Plats,2653 Connecticut Ave NW,Washington,DC,20008,(202) 518-0018,156.0,3.5,20.0,38.925094,-77.052058,District of Columbia,US,[0.0]
642,Fresh Start Cafe,2250 Corporate Park Dr,Herndon,VA,20171,(703) 437-0022,4.0,3.5,10.0,38.953131,-77.396253,Fairfax County,US,[0.0]
643,The Partisan,709 D St NW,Washington,DC,20004,(202) 524-5322,289.0,4.0,30.0,38.894993,-77.022472,District of Columbia,US,[0.0]
644,Rustico,827 Slaters Ln,Alexandria,VA,22314,(703) 224-5051,604.0,3.5,20.0,38.821596,-77.04726,Alexandria city,US,[0.0]
645,Breadline,1751 Pennsylvania Ave NW,Washington,DC,20006,(202) 822-8900,202.0,3.5,10.0,38.899683,-77.041072,District of Columbia,US,[1.5909090909090908]
646,Nazret Express Eatery,3821 D S George Dr,Falls Church,VA,22041,(703) 405-9629,1.0,5.0,,38.847972,-77.141481,Falls Church city,US,[0.0]
647,Blue 44 Restaurant & Bar,5507 Connecticut Ave NW,Washington,DC,20015,(202) 362-2583,162.0,4.0,20.0,38.963344,-77.074299,District of Columbia,US,[0.0]
648,1789 Restaurant,1226 36th St NW,Washington,DC,20007,(202) 965-1789,540.0,4.0,40.0,38.906076,-77.070435,District of Columbia,US,[0.0]
649,The Pug,1234 H St NE,Washington,DC,20002,(202) 555-1212,205.0,4.0,10.0,38.90035,-76.98971800000002,District of Columbia,US,[0.0]
650,Chantilly’s Restaurant,45425 Holiday Dr,Sterling,VA,20166,(703) 480-7411,1.0,5.0,20.0,38.984595,-77.428311,Loudoun County,US,[0.0]
651,District Kitchen,2606 Connecticut Ave NW,Washington,DC,20008,(202) 238-9408,239.0,3.5,20.0,38.923889,-77.052122,District of Columbia,US,[0.0]
652,Salt & Pepper,5125 Macarthur Blvd,Washington,DC,20016,(202) 364-5125,63.0,3.5,20.0,38.925618,-77.101776,District of Columbia,US,[0.0]
653,Carvings Cafe,702 King Farm Blvd,Rockville,MD,20850,(301) 355-5353,12.0,3.0,20.0,39.112025,-77.176785,Montgomery County,US,[0.0]
654,Denny’s,10473 Lee Hwy,Fairfax,VA,22030,(703) 273-8133,85.0,3.5,10.0,38.858418,-77.306002,Fairfax city,US,[0.0]
655,William Jeffrey’s Tavern,2301 Columbia Pike,Arlington,VA,22204,(703) 746-6333,286.0,3.5,20.0,38.863841,-77.082621,Arlington County,US,[0.0]
656,Justin’s Cafe,1025 1st St SE,Washington,DC,20003,(202) 652-1009,253.0,3.5,20.0,38.877783,-77.006189,District of Columbia,US,[0.0]
657,Three Fifty Bakery and Coffee Bar,1926 17th St NW,Washington,DC,20009,(202) 629-1022,138.0,4.5,10.0,38.91663,-77.038756,District of Columbia,US,[0.0]
658,1905 Restaurant,1905 9th St NW,Washington,DC,20001,(202) 332-1905,271.0,3.5,20.0,38.915939,-77.02373100000001,District of Columbia,US,[0.0]
659,Denny’s,7214 Richmond Hwy,Alexandria,VA,22306,(703) 765-0171,57.0,2.5,10.0,38.760255,-77.08453100000001,Fairfax County,US,[0.0]
660,10 Thomas Restaurant,10 Thomas Cir NW,Washington,DC,20005,(202) 842-1300,21.0,3.5,20.0,38.906252,-77.030974,District of Columbia,US,[1.5909090909090908]
661,Cafe Saint-Ex,1847 14th St NW,Washington,DC,20009,(202) 265-7839,507.0,3.5,20.0,38.915431,-77.031733,District of Columbia,US,[0.0]
662,Edgar Bar & Kitchen,1127 Connecticut Ave NW,Washington,DC,20036,(202) 347-2233,109.0,3.0,20.0,38.904442,-77.039467,District of Columbia,US,[1.5909090909090908]
663,Swampoodle,5501 14th St NW,Washington,DC,20011,(202) 450-3511,38.0,3.5,20.0,38.956699,-77.03322,District of Columbia,US,[0.0]
664,Bob Evans,10433 White Granite Dr,Oakton,VA,22124,(703) 591-7550,48.0,3.0,10.0,38.874295,-77.30615300000002,Fairfax County,US,[0.0]
665,P J Clarke’s,1600 K St NW,Washington,DC,20006,(202) 463-6610,320.0,3.0,20.0,38.902232,-77.036946,District of Columbia,US,[1.5909090909090908]
666,Renata’s Tasty Bites,9350-G Snowden River Pkwy,Columbia,MD,21045,(443) 864-5830,36.0,4.5,10.0,39.176478,-76.83584300000003,Howard County,US,[0.0]
667,IHOP,6417 Shiplett Blvd,Burke,VA,22015,(703) 455-4891,81.0,2.5,10.0,38.776866,-77.266012,Fairfax County,US,[0.0]
668,Smith Public Trust,3514 12th St NE,Washington,DC,20017,(202) 733-5834,152.0,4.0,20.0,38.932988,-76.991203,District of Columbia,US,[0.0]
669,P J Clarke’s,1600 K St NW,Washington,DC,20006,(202) 463-6610,320.0,3.0,20.0,38.902232,-77.036946,District of Columbia,US,[1.5909090909090908]
670,Renata’s Tasty Bites,9350-G Snowden River Pkwy,Columbia,MD,21045,(443) 864-5830,36.0,4.5,10.0,39.176478,-76.83584300000003,Howard County,US,[0.0]
671,IHOP,6417 Shiplett Blvd,Burke,VA,22015,(703) 455-4891,81.0,2.5,10.0,38.776866,-77.266012,Fairfax County,US,[0.0]
672,Smith Public Trust,3514 12th St NE,Washington,DC,20017,(202) 733-5834,152.0,4.0,20.0,38.932988,-76.991203,District of Columbia,US,[0.0]
673,Elkridge Deli Cafe,6325 Washington Blvd,Elkridge,MD,21075,(410) 796-1095,23.0,4.5,10.0,39.206007,-76.728282,Howard County,US,[0.0]
674,Ripple,3417 Connecticut Ave NW,Washington,DC,20008,(202) 244-7995,357.0,3.5,30.0,38.934967,-77.057668,District of Columbia,US,[0.0]
675,Young’s Deli,22636 Glenn Dr,Sterling,VA,20164,(703) 481-9114,14.0,4.0,10.0,38.990718,-77.423963,Loudoun County,US,[0.0]
676,Bar Dupont,1500 New Hampshire Ave NW,Washington,DC,20036,(202) 797-0169,277.0,3.5,20.0,38.91047,-77.043093,District of Columbia,US,[0.0]
677,Tropical Smoothie Cafe’,2389 Brandermill Blvd,Gambrills,MD,21054,(410) 721-5800,32.0,4.5,10.0,39.034257,-76.683386,Anne Arundel County,US,[0.0]
678,Artie’s,3260 Old Lee Hwy,Fairfax,VA,22030,(703) 273-7600,508.0,4.0,20.0,38.853231,-77.305097,Fairfax city,US,[0.0]
679,Bakers & Baristas,501 7th St NW,Washington,DC,20004,(202) 347-7893,212.0,4.0,20.0,38.896269,-77.021723,District of Columbia,US,[0.0]
680,Ben’s Chili Bowl,1213 U St NW,Washington,DC,20009,(202) 667-0909,3270.0,3.5,10.0,38.917265,-77.028775,District of Columbia,US,[0.0]
